name, result, total time, z3 time, generalization time, recursive block time, propagation time, refinement time, minimization time, number of z3 calls, added diagrams per frame, greates number of literas per frame, # refinements, # initial preds, # final preds, max size, # used preds, # failed ref, # frames
illinois.in, safe,  76.827,  32.366,  32.017,  51.460,  24.201,  0.032,  10.944,  81,  {0: 1; 1: 1; 2: 2; 3: 5; 4: 5; 5: 4},  {0: 21; 1: 33; 2: 33; 3: 33; 4: 19},  1,  4 ,  8,  {'index': 3},  9, 0, 6 

german_07_harder_2.in, ?, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,  10 , 0, 0, 0, 0, 7 

network_unsafe_1_d_e-src_d-dst_e.in, unsafe,  15.286,  4.360,  5.330,  13.158,  1.833,  0.082,  4.546,  36,  {0: 1; 1: 1; 2: 3; 3: 4},  {0: 32; 1: 19; 2: 9},  0,  7 ,  0,  {'index': 3},  0, 0, 4 

mesi_ca.in, safe,  0.980,  0.344,  0.152,  0.476,  0.285,  0.006,  0.023,  56,  {0: 1; 1: 1; 2: 1; 3: 9; 4: 3},  {0: 6; 1: 6; 2: 6; 3: 6},  1,  4 ,  6,  {'index': 1},  0, 0, 5 

converging_unsafe_3_a1_b0-src_a1-dst_b0.in, unsafe,  37.488,  7.454,  1.713,  32.744,  4.416,  0.127,  27.163,  27,  {0: 1; 1: 2; 2: 3; 3: 2},  {0: 24; 1: 15},  0,  7 ,  0,  {'index': 3},  0, 0, 3 

carverS.in, ?, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1 

ring_safe_6_s_d-src_s-dst_d.in, ?, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,  6 , 0, 0, 0, 0, 7 

German.in, safe,  1.023,  0.415,  0.167,  0.348,  0.475,  0.000,  0.008,  27,  {0: 1; 1: 6},  {0: 10},  0,  10 ,  10,  0,  3, 0, 3 

jml.in, safe,  166.416,  54.968,  83.330,  125.209,  37.516,  0.024,  23.819,  236,  {0: 1; 1: 2; 2: 3; 3: 3; 4: 5; 5: 11; 6: 10; 7: 12; 8: 7},  {0: 38; 1: 38; 2: 38; 3: 25; 4: 25; 5: 25; 6: 15; 7: 15},  1,  5 ,  7,  {'index': 2},  5, 0, 9 

sequence_safe_1_s_d-src_s-dst_d.in, safe,  797.489,  373.057,  360.222,  529.249,  263.757,  0.112,  59.432,  98,  {0: 1; 1: 1; 2: 3; 3: 2; 4: 15; 5: 2},  {0: 13; 1: 152; 2: 67; 3: 67; 4: 21},  2,  1 ,  19,  {'index': 4},  9, 0, 6 

network_safe_5_d_e-src_d-dst_e.in, ?, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,  19 , 0, 0, 0, 0, 6 

illinois_ca.in, safe,  2.788,  1.148,  0.396,  1.120,  1.251,  0.010,  0.043,  127,  {0: 1; 1: 4; 2: 3; 3: 10; 4: 6; 5: 4},  {0: 9; 1: 9; 2: 9; 3: 9; 4: 9},  1,  6 ,  9,  {'index': 1},  0, 0, 6 

system.in, ?, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1 

german_07_harder_1.in, ?, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,  11 , 0, 0, 0, 0, 7 

szymanski+.in, safe,  97.212,  61.130,  26.838,  38.787,  55.975,  0.032,  5.624,  183,  {0: 1; 1: 1; 2: 1; 3: 8; 4: 10; 5: 7; 6: 1},  {0: 11; 1: 29; 2: 29; 3: 29; 4: 29; 5: 29},  1,  4 ,  13,  {'index': 2},  8, 0, 8 

messenger_safe_1_a0_a1-src_a0-dst_a1.in, safe,  3.818,  1.546,  0.702,  2.114,  1.372,  0.000,  0.267,  84,  {0: 1; 1: 3; 2: 4; 3: 13; 4: 3},  {0: 17; 1: 11; 2: 11; 3: 8},  0,  7 ,  7,  0,  5, 0, 5 

ring_unsafe_4_s_d-src_s-dst_d.in, ?, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1,  4 , 0, 0, 0, 0, 5 

controller.in, safe,  0.469,  0.123,  0.137,  0.271,  0.077,  0.000,  0.017,  23,  {0: 1; 1: 1; 2: 2; 3: 4},  {0: 4; 1: 4; 2: 4},  0,  3 ,  3,  0,  0, 0, 4 

network_unsafe_6_d_e-src_d-dst_e.in, ?, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,  22 , 0, 0, 0, 0, 6 

mux-sem.in, safe,  5.744,  1.911,  2.017,  3.825,  1.613,  0.009,  0.274,  155,  {0: 1; 1: 1; 2: 2; 3: 6; 4: 10; 5: 9; 6: 11},  {0: 5; 1: 8; 2: 8; 3: 8; 4: 8; 5: 8},  1,  5 ,  8,  {'index': 1},  0, 0, 7 

Distrib_Lamport.in, ?, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1 

carverW.in, ?, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1 

ticket_o.in, safe,  21.136,  8.358,  7.037,  14.029,  6.478,  0.042,  0.881,  358,  {0: 1; 1: 1; 2: 2; 3: 6; 4: 11; 5: 12; 6: 21; 7: 16; 8: 17},  {0: 10; 1: 11; 2: 11; 3: 11; 4: 11; 5: 11; 6: 11; 7: 11},  3,  5 ,  11,  {'index': 1},  0, 0, 9 

dijkstra.in, safe,  442.588,  193.649,  179.362,  285.785,  148.952,  0.028,  57.801,  517,  {0: 1; 1: 2; 2: 2; 3: 6; 4: 3; 5: 10; 6: 22; 7: 29; 8: 32; 9: 6},  {0: 17; 1: 17; 2: 17; 3: 17; 4: 17; 5: 17; 6: 17; 7: 17; 8: 17},  1,  5 ,  7,  {'index': 2},  8, 0, 10 

ring_unsafe_1_s_d-src_s-dst_d.in, unsafe,  1.588,  0.492,  0.251,  1.294,  0.132,  0.043,  0.504,  23,  {0: 1; 1: 1; 2: 3},  {0: 19; 1: 8},  1,  1 ,  0,  {'index': 3},  0, 0, 3 

system_2.in, safe,  0.275,  0.085,  0.087,  0.129,  0.071,  0.000,  0.002,  10,  {0: 1; 1: 1; 2: 1},  {0: 8; 1: 8},  0,  8 ,  8,  0,  0, 0, 3 

Fischer.in, ?, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7,  5 , 0, 0, 0, 3, 8 

messenger_safe_3_a0_a3-src_a0-dst_a3.in, ?, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,  15 , 0, 0, 0, 0, 9 

